"title";"value";"select.name"
"Outline Place";"OutlinePlace";"portal.icon.select"
"Outline Plagiarism";"OutlinePlagiarism";"portal.icon.select"
"Outline Play Arrow";"OutlinePlayArrow";"portal.icon.select"
"Outline Play Circle";"OutlinePlayCircle";"portal.icon.select"
"Outline Play Circle Filled";"OutlinePlayCircleFilled";"portal.icon.select"
"Outline Play Circle Outline";"OutlinePlayCircleOutline";"portal.icon.select"
"Outline Play Disabled";"OutlinePlayDisabled";"portal.icon.select"
"Outline Play For Work";"OutlinePlayForWork";"portal.icon.select"
"Outline Play Lesson";"OutlinePlayLesson";"portal.icon.select"
"Outline Playlist Add";"OutlinePlaylistAdd";"portal.icon.select"
"Outline Playlist Add Check";"OutlinePlaylistAddCheck";"portal.icon.select"
"Outline Playlist Add Check Circle";"OutlinePlaylistAddCheckCircle";"portal.icon.select"
"Outline Playlist Add Circle";"OutlinePlaylistAddCircle";"portal.icon.select"
"Outline Playlist Play";"OutlinePlaylistPlay";"portal.icon.select"
"Outline Playlist Remove";"OutlinePlaylistRemove";"portal.icon.select"
"Outline Plumbing";"OutlinePlumbing";"portal.icon.select"
"Outline Plus One";"OutlinePlusOne";"portal.icon.select"
"Outline Podcasts";"OutlinePodcasts";"portal.icon.select"
"Outline Point Of Sale";"OutlinePointOfSale";"portal.icon.select"
"Outline Policy";"OutlinePolicy";"portal.icon.select"
"Outline Poll";"OutlinePoll";"portal.icon.select"
"Outline Polyline";"OutlinePolyline";"portal.icon.select"
"Outline Polymer";"OutlinePolymer";"portal.icon.select"
"Outline Pool";"OutlinePool";"portal.icon.select"
"Outline Portable Wifi Off";"OutlinePortableWifiOff";"portal.icon.select"
"Outline Portrait";"OutlinePortrait";"portal.icon.select"
"Outline Post Add";"OutlinePostAdd";"portal.icon.select"
"Outline Power";"OutlinePower";"portal.icon.select"
"Outline Power Input";"OutlinePowerInput";"portal.icon.select"
"Outline Power Off";"OutlinePowerOff";"portal.icon.select"
"Outline Power Settings New";"OutlinePowerSettingsNew";"portal.icon.select"
"Outline Precision Manufacturing";"OutlinePrecisionManufacturing";"portal.icon.select"
"Outline Pregnant Woman";"OutlinePregnantWoman";"portal.icon.select"
"Outline Present To All";"OutlinePresentToAll";"portal.icon.select"
"Outline Preview";"OutlinePreview";"portal.icon.select"
"Outline Price Change";"OutlinePriceChange";"portal.icon.select"
"Outline Price Check";"OutlinePriceCheck";"portal.icon.select"
"Outline Print";"OutlinePrint";"portal.icon.select"
"Outline Print Disabled";"OutlinePrintDisabled";"portal.icon.select"
"Outline Priority High";"OutlinePriorityHigh";"portal.icon.select"
"Outline Privacy Tip";"OutlinePrivacyTip";"portal.icon.select"
"Outline Private Connectivity";"OutlinePrivateConnectivity";"portal.icon.select"
"Outline Production Quantity Limits";"OutlineProductionQuantityLimits";"portal.icon.select"
"Outline Propane";"OutlinePropane";"portal.icon.select"
"Outline Propane Tank";"OutlinePropaneTank";"portal.icon.select"
"Outline Psychology";"OutlinePsychology";"portal.icon.select"
"Outline Psychology Alt";"OutlinePsychologyAlt";"portal.icon.select"
"Outline Public";"OutlinePublic";"portal.icon.select"
"Outline Public Off";"OutlinePublicOff";"portal.icon.select"
"Outline Publish";"OutlinePublish";"portal.icon.select"
"Outline Published With Changes";"OutlinePublishedWithChanges";"portal.icon.select"
"Outline Punch Clock";"OutlinePunchClock";"portal.icon.select"
"Outline Push Pin";"OutlinePushPin";"portal.icon.select"
"Outline Qr Code";"OutlineQrCode";"portal.icon.select"
"Outline Qr Code2";"OutlineQrCode2";"portal.icon.select"
"Outline Qr Code Scanner";"OutlineQrCodeScanner";"portal.icon.select"
"Outline Query Builder";"OutlineQueryBuilder";"portal.icon.select"
"Outline Query Stats";"OutlineQueryStats";"portal.icon.select"
"Outline Question Answer";"OutlineQuestionAnswer";"portal.icon.select"
"Outline Question Mark";"OutlineQuestionMark";"portal.icon.select"
"Outline Queue";"OutlineQueue";"portal.icon.select"
"Outline Queue Music";"OutlineQueueMusic";"portal.icon.select"
"Outline Queue Play Next";"OutlineQueuePlayNext";"portal.icon.select"
"Outline Quickreply";"OutlineQuickreply";"portal.icon.select"
"Outline Quiz";"OutlineQuiz";"portal.icon.select"
"Outline R Mobiledata";"OutlineRMobiledata";"portal.icon.select"
"Outline Radar";"OutlineRadar";"portal.icon.select"
"Outline Radio";"OutlineRadio";"portal.icon.select"
"Outline Radio Button Checked";"OutlineRadioButtonChecked";"portal.icon.select"
"Outline Radio Button Unchecked";"OutlineRadioButtonUnchecked";"portal.icon.select"
"Outline Railway Alert";"OutlineRailwayAlert";"portal.icon.select"
"Outline Ramen Dining";"OutlineRamenDining";"portal.icon.select"
"Outline Ramp Left";"OutlineRampLeft";"portal.icon.select"
"Outline Ramp Right";"OutlineRampRight";"portal.icon.select"
"Outline Rate Review";"OutlineRateReview";"portal.icon.select"
"Outline Raw Off";"OutlineRawOff";"portal.icon.select"
"Outline Raw On";"OutlineRawOn";"portal.icon.select"
"Outline Read More";"OutlineReadMore";"portal.icon.select"
"Outline Real Estate Agent";"OutlineRealEstateAgent";"portal.icon.select"
"Outline Receipt";"OutlineReceipt";"portal.icon.select"
"Outline Receipt Long";"OutlineReceiptLong";"portal.icon.select"
"Outline Recent Actors";"OutlineRecentActors";"portal.icon.select"
"Outline Recommend";"OutlineRecommend";"portal.icon.select"
"Outline Record Voice Over";"OutlineRecordVoiceOver";"portal.icon.select"
"Outline Rectangle";"OutlineRectangle";"portal.icon.select"
"Outline Recycling";"OutlineRecycling";"portal.icon.select"
"Outline Redeem";"OutlineRedeem";"portal.icon.select"
"Outline Redo";"OutlineRedo";"portal.icon.select"
"Outline Reduce Capacity";"OutlineReduceCapacity";"portal.icon.select"
"Outline Refresh";"OutlineRefresh";"portal.icon.select"
"Outline Remember Me";"OutlineRememberMe";"portal.icon.select"
"Outline Remove";"OutlineRemove";"portal.icon.select"
"Outline Remove Circle";"OutlineRemoveCircle";"portal.icon.select"
"Outline Remove Circle Outline";"OutlineRemoveCircleOutline";"portal.icon.select"
"Outline Remove Done";"OutlineRemoveDone";"portal.icon.select"
"Outline Remove From Queue";"OutlineRemoveFromQueue";"portal.icon.select"
"Outline Remove Moderator";"OutlineRemoveModerator";"portal.icon.select"
"Outline Remove Red Eye";"OutlineRemoveRedEye";"portal.icon.select"
"Outline Remove Road";"OutlineRemoveRoad";"portal.icon.select"
"Outline Remove Shopping Cart";"OutlineRemoveShoppingCart";"portal.icon.select"
"Outline Reorder";"OutlineReorder";"portal.icon.select"
"Outline Repartition";"OutlineRepartition";"portal.icon.select"
"Outline Repeat";"OutlineRepeat";"portal.icon.select"
"Outline Repeat On";"OutlineRepeatOn";"portal.icon.select"
"Outline Repeat One";"OutlineRepeatOne";"portal.icon.select"
"Outline Repeat One On";"OutlineRepeatOneOn";"portal.icon.select"
"Outline Replay";"OutlineReplay";"portal.icon.select"
"Outline Replay10";"OutlineReplay10";"portal.icon.select"
"Outline Replay30";"OutlineReplay30";"portal.icon.select"
"Outline Replay5";"OutlineReplay5";"portal.icon.select"
"Outline Replay Circle Filled";"OutlineReplayCircleFilled";"portal.icon.select"
"Outline Reply";"OutlineReply";"portal.icon.select"
"Outline Reply All";"OutlineReplyAll";"portal.icon.select"
"Outline Report";"OutlineReport";"portal.icon.select"
"Outline Report Gmailerrorred";"OutlineReportGmailerrorred";"portal.icon.select"
"Outline Report Off";"OutlineReportOff";"portal.icon.select"
"Outline Report Problem";"OutlineReportProblem";"portal.icon.select"
"Outline Request Page";"OutlineRequestPage";"portal.icon.select"
"Outline Request Quote";"OutlineRequestQuote";"portal.icon.select"
"Outline Reset Tv";"OutlineResetTv";"portal.icon.select"
"Outline Restart Alt";"OutlineRestartAlt";"portal.icon.select"
"Outline Restaurant";"OutlineRestaurant";"portal.icon.select"
"Outline Restaurant Menu";"OutlineRestaurantMenu";"portal.icon.select"
"Outline Restore";"OutlineRestore";"portal.icon.select"
"Outline Restore From Trash";"OutlineRestoreFromTrash";"portal.icon.select"
"Outline Restore Page";"OutlineRestorePage";"portal.icon.select"
"Outline Reviews";"OutlineReviews";"portal.icon.select"
"Outline Rice Bowl";"OutlineRiceBowl";"portal.icon.select"
"Outline Ring Volume";"OutlineRingVolume";"portal.icon.select"
"Outline Rocket";"OutlineRocket";"portal.icon.select"
"Outline Rocket Launch";"OutlineRocketLaunch";"portal.icon.select"
"Outline Roller Shades";"OutlineRollerShades";"portal.icon.select"
"Outline Roller Shades Closed";"OutlineRollerShadesClosed";"portal.icon.select"
"Outline Roller Skating";"OutlineRollerSkating";"portal.icon.select"
"Outline Roofing";"OutlineRoofing";"portal.icon.select"
"Outline Room";"OutlineRoom";"portal.icon.select"
"Outline Room Preferences";"OutlineRoomPreferences";"portal.icon.select"
"Outline Room Service";"OutlineRoomService";"portal.icon.select"
"Outline Rotate90 Degrees Ccw";"OutlineRotate90DegreesCcw";"portal.icon.select"
"Outline Rotate90 Degrees Cw";"OutlineRotate90DegreesCw";"portal.icon.select"
"Outline Rotate Left";"OutlineRotateLeft";"portal.icon.select"
"Outline Rotate Right";"OutlineRotateRight";"portal.icon.select"
"Outline Roundabout Left";"OutlineRoundaboutLeft";"portal.icon.select"
"Outline Roundabout Right";"OutlineRoundaboutRight";"portal.icon.select"
"Outline Rounded Corner";"OutlineRoundedCorner";"portal.icon.select"
"Outline Route";"OutlineRoute";"portal.icon.select"
"Outline Router";"OutlineRouter";"portal.icon.select"
"Outline Rowing";"OutlineRowing";"portal.icon.select"
"Outline Rss Feed";"OutlineRssFeed";"portal.icon.select"
"Outline Rsvp";"OutlineRsvp";"portal.icon.select"
"Outline Rtt";"OutlineRtt";"portal.icon.select"
"Outline Rule";"OutlineRule";"portal.icon.select"
"Outline Rule Folder";"OutlineRuleFolder";"portal.icon.select"
"Outline Run Circle";"OutlineRunCircle";"portal.icon.select"
"Outline Running With Errors";"OutlineRunningWithErrors";"portal.icon.select"
"Outline Rv Hookup";"OutlineRvHookup";"portal.icon.select"
"Outline Safety Check";"OutlineSafetyCheck";"portal.icon.select"
"Outline Safety Divider";"OutlineSafetyDivider";"portal.icon.select"
"Outline Sailing";"OutlineSailing";"portal.icon.select"
"Outline Sanitizer";"OutlineSanitizer";"portal.icon.select"
"Outline Satellite";"OutlineSatellite";"portal.icon.select"
"Outline Satellite Alt";"OutlineSatelliteAlt";"portal.icon.select"
"Outline Save";"OutlineSave";"portal.icon.select"
"Outline Save Alt";"OutlineSaveAlt";"portal.icon.select"
"Outline Save As";"OutlineSaveAs";"portal.icon.select"
"Outline Saved Search";"OutlineSavedSearch";"portal.icon.select"
"Outline Savings";"OutlineSavings";"portal.icon.select"
"Outline Scale";"OutlineScale";"portal.icon.select"
"Outline Scanner";"OutlineScanner";"portal.icon.select"
"Outline Scatter Plot";"OutlineScatterPlot";"portal.icon.select"
"Outline Schedule";"OutlineSchedule";"portal.icon.select"
"Outline Schedule Send";"OutlineScheduleSend";"portal.icon.select"
"Outline Schema";"OutlineSchema";"portal.icon.select"
"Outline School";"OutlineSchool";"portal.icon.select"
"Outline Science";"OutlineScience";"portal.icon.select"
"Outline Score";"OutlineScore";"portal.icon.select"
"Outline Scoreboard";"OutlineScoreboard";"portal.icon.select"
"Outline Screen Lock Landscape";"OutlineScreenLockLandscape";"portal.icon.select"
"Outline Screen Lock Portrait";"OutlineScreenLockPortrait";"portal.icon.select"
"Outline Screen Lock Rotation";"OutlineScreenLockRotation";"portal.icon.select"
"Outline Screen Rotation";"OutlineScreenRotation";"portal.icon.select"
"Outline Screen Rotation Alt";"OutlineScreenRotationAlt";"portal.icon.select"
"Outline Screen Search Desktop";"OutlineScreenSearchDesktop";"portal.icon.select"
"Outline Screen Share";"OutlineScreenShare";"portal.icon.select"
"Outline Screenshot";"OutlineScreenshot";"portal.icon.select"
"Outline Screenshot Monitor";"OutlineScreenshotMonitor";"portal.icon.select"
"Outline Scuba Diving";"OutlineScubaDiving";"portal.icon.select"
"Outline Sd";"OutlineSd";"portal.icon.select"
"Outline Sd Card";"OutlineSdCard";"portal.icon.select"
"Outline Sd Card Alert";"OutlineSdCardAlert";"portal.icon.select"
"Outline Sd Storage";"OutlineSdStorage";"portal.icon.select"
"Outline Search";"OutlineSearch";"portal.icon.select"
"Outline Search Off";"OutlineSearchOff";"portal.icon.select"
"Outline Security";"OutlineSecurity";"portal.icon.select"
"Outline Security Update";"OutlineSecurityUpdate";"portal.icon.select"
"Outline Security Update Good";"OutlineSecurityUpdateGood";"portal.icon.select"
"Outline Security Update Warning";"OutlineSecurityUpdateWarning";"portal.icon.select"
"Outline Segment";"OutlineSegment";"portal.icon.select"
"Outline Select All";"OutlineSelectAll";"portal.icon.select"
"Outline Self Improvement";"OutlineSelfImprovement";"portal.icon.select"
"Outline Sell";"OutlineSell";"portal.icon.select"
"Outline Send";"OutlineSend";"portal.icon.select"
"Outline Send And Archive";"OutlineSendAndArchive";"portal.icon.select"
"Outline Send Time Extension";"OutlineSendTimeExtension";"portal.icon.select"
"Outline Send To Mobile";"OutlineSendToMobile";"portal.icon.select"
"Outline Sensor Door";"OutlineSensorDoor";"portal.icon.select"
"Outline Sensor Occupied";"OutlineSensorOccupied";"portal.icon.select"
"Outline Sensor Window";"OutlineSensorWindow";"portal.icon.select"
"Outline Sensors";"OutlineSensors";"portal.icon.select"
"Outline Sensors Off";"OutlineSensorsOff";"portal.icon.select"
"Outline Sentiment Dissatisfied";"OutlineSentimentDissatisfied";"portal.icon.select"
"Outline Sentiment Neutral";"OutlineSentimentNeutral";"portal.icon.select"
"Outline Sentiment Satisfied";"OutlineSentimentSatisfied";"portal.icon.select"
"Outline Sentiment Satisfied Alt";"OutlineSentimentSatisfiedAlt";"portal.icon.select"
"Outline Sentiment Very Dissatisfied";"OutlineSentimentVeryDissatisfied";"portal.icon.select"
"Outline Sentiment Very Satisfied";"OutlineSentimentVerySatisfied";"portal.icon.select"
"Outline Set Meal";"OutlineSetMeal";"portal.icon.select"
"Outline Settings";"OutlineSettings";"portal.icon.select"
"Outline Settings Accessibility";"OutlineSettingsAccessibility";"portal.icon.select"
"Outline Settings Applications";"OutlineSettingsApplications";"portal.icon.select"
"Outline Settings Backup Restore";"OutlineSettingsBackupRestore";"portal.icon.select"
"Outline Settings Bluetooth";"OutlineSettingsBluetooth";"portal.icon.select"
"Outline Settings Brightness";"OutlineSettingsBrightness";"portal.icon.select"
"Outline Settings Cell";"OutlineSettingsCell";"portal.icon.select"
"Outline Settings Ethernet";"OutlineSettingsEthernet";"portal.icon.select"
"Outline Settings Input Antenna";"OutlineSettingsInputAntenna";"portal.icon.select"
"Outline Settings Input Component";"OutlineSettingsInputComponent";"portal.icon.select"
"Outline Settings Input Composite";"OutlineSettingsInputComposite";"portal.icon.select"
"Outline Settings Input Hdmi";"OutlineSettingsInputHdmi";"portal.icon.select"
"Outline Settings Input Svideo";"OutlineSettingsInputSvideo";"portal.icon.select"
"Outline Settings Overscan";"OutlineSettingsOverscan";"portal.icon.select"
"Outline Settings Phone";"OutlineSettingsPhone";"portal.icon.select"
"Outline Settings Power";"OutlineSettingsPower";"portal.icon.select"
"Outline Settings Remote";"OutlineSettingsRemote";"portal.icon.select"
"Outline Settings Suggest";"OutlineSettingsSuggest";"portal.icon.select"
"Outline Settings System Daydream";"OutlineSettingsSystemDaydream";"portal.icon.select"
"Outline Settings Voice";"OutlineSettingsVoice";"portal.icon.select"
"Outline Severe Cold";"OutlineSevereCold";"portal.icon.select"
"Outline Shape Line";"OutlineShapeLine";"portal.icon.select"
"Outline Share";"OutlineShare";"portal.icon.select"
"Outline Share Location";"OutlineShareLocation";"portal.icon.select"
"Outline Shield";"OutlineShield";"portal.icon.select"
"Outline Shield Moon";"OutlineShieldMoon";"portal.icon.select"
"Outline Shop";"OutlineShop";"portal.icon.select"
"Outline Shop2";"OutlineShop2";"portal.icon.select"
"Outline Shop Two";"OutlineShopTwo";"portal.icon.select"
"Outline Shopping Bag";"OutlineShoppingBag";"portal.icon.select"
"Outline Shopping Basket";"OutlineShoppingBasket";"portal.icon.select"
"Outline Shopping Cart";"OutlineShoppingCart";"portal.icon.select"
"Outline Shopping Cart Checkout";"OutlineShoppingCartCheckout";"portal.icon.select"
"Outline Short Text";"OutlineShortText";"portal.icon.select"
"Outline Shortcut";"OutlineShortcut";"portal.icon.select"
"Outline Show Chart";"OutlineShowChart";"portal.icon.select"
"Outline Shower";"OutlineShower";"portal.icon.select"
"Outline Shuffle";"OutlineShuffle";"portal.icon.select"
"Outline Shuffle On";"OutlineShuffleOn";"portal.icon.select"
"Outline Shutter Speed";"OutlineShutterSpeed";"portal.icon.select"
"Outline Sick";"OutlineSick";"portal.icon.select"
"Outline Sign Language";"OutlineSignLanguage";"portal.icon.select"
"Outline Signal Cellular0 Bar";"OutlineSignalCellular0Bar";"portal.icon.select"
"Outline Signal Cellular4 Bar";"OutlineSignalCellular4Bar";"portal.icon.select"
"Outline Signal Cellular Alt";"OutlineSignalCellularAlt";"portal.icon.select"
"Outline Signal Cellular Alt1 Bar";"OutlineSignalCellularAlt1Bar";"portal.icon.select"
"Outline Signal Cellular Alt2 Bar";"OutlineSignalCellularAlt2Bar";"portal.icon.select"
"Outline Signal Cellular Connected No Internet0 Bar";"OutlineSignalCellularConnectedNoInternet0Bar";"portal.icon.select"
